English Word,English Correct Count,English Call Count,English Percent Correct,German Word,German Correct Count,German Call Count,German Percent Correct
reluctantly, 0, 0, 0, ungern, 0, 0, 0
to scratch, 0, 0, 0, kratzen, 0, 0, 0
itself, 0, 0, 0, selbst, 0, 0, 0
the body, 0, 0, 0, der körper, 0, 0, 0
the sign, 0, 0, 0, das zeichen, 0, 0, 0
The coucil, 0 , 0, 0, der Rat, 0, 0, 0
the hero, 0, 0, 0, der Held, 0, 0, 0
to work hard, 0, 0, 0, hart zu arbeiten, 0, 0, 0
the assignment, 0, 0, 0, der auftrag, 0, 0, 0
to rescue, 0, 0, 0, retten, 0, 0, 0
to nod, 0, 0, 0, nicken, 0, 0, 0
strange, 0, 0, 0, seltsam, 0, 0, 0
